,APP_USER_SN,count_province,total_booking
1242,116538.0,2,11
1243,116624.0,2,22
1244,116684.0,2,47
1245,116774.0,2,3
1246,116890.0,2,69
1247,116977.0,2,7
1248,117014.0,2,2
1249,117076.0,2,2
1250,117220.0,2,3
1251,117248.0,2,12
1252,117380.0,2,16
1253,117466.0,2,9
1254,117477.0,2,2
1255,117516.0,2,11
1256,117620.0,2,2
1257,117647.0,2,6
1258,117744.0,2,31
1259,117788.0,2,3
1260,117815.0,2,3
1261,117845.0,2,7
1262,117848.0,2,13
1263,117908.0,2,15
1264,118054.0,2,8
1265,118069.0,2,11
1266,118091.0,2,160
1267,118100.0,2,2
1268,118246.0,2,11
1269,118359.0,2,63
1270,118398.0,2,51
1271,118456.0,2,2
1272,118526.0,2,20
1273,118625.0,2,2
1274,118626.0,2,3
1275,118662.0,2,14
1276,118732.0,2,68
1277,118752.0,2,2
1278,118790.0,2,12
1279,118976.0,2,4
1280,118987.0,2,9
1281,119007.0,2,4
1282,119015.0,2,12
1283,119027.0,2,11
1284,119196.0,2,9
1285,119217.0,2,9
1286,119244.0,2,22
1287,119349.0,2,4
1288,119374.0,2,52
1289,119398.0,2,2
1290,119432.0,2,2
1291,119625.0,2,3
1292,119628.0,2,5
1293,119821.0,2,24
1294,119890.0,2,6
1295,119953.0,2,29
1296,120003.0,2,4
1297,120135.0,2,37
1298,120237.0,2,8
1299,120374.0,2,3
1300,120407.0,2,7
1301,120467.0,2,2
1302,120561.0,2,9
1303,120607.0,2,3
1304,120647.0,2,14
1305,120705.0,2,7
1306,120835.0,2,2
1307,120894.0,2,73
1308,120921.0,2,15
1309,121148.0,2,77
1310,121173.0,2,4
1311,121242.0,2,10
1312,121280.0,2,9
1313,121332.0,2,2
1314,121364.0,2,14
1315,121439.0,2,2
1316,121483.0,2,89
1317,121496.0,2,2
1318,121545.0,2,2
1319,121588.0,2,48
1320,121612.0,2,6
1321,121687.0,2,22
1322,121714.0,2,31
1323,121726.0,2,3
1324,121811.0,2,4
1325,121845.0,2,7
1326,121958.0,2,10
1327,122019.0,2,38
1328,122054.0,2,2
1329,122078.0,2,62
1330,122111.0,2,8
1331,122173.0,2,23
1332,122196.0,2,22
1333,122272.0,2,2
1334,122317.0,2,2
1335,122377.0,2,8
1336,122391.0,2,24
1337,122416.0,2,5
1338,122761.0,2,8
1339,122763.0,2,4
1340,122811.0,2,8
1341,122860.0,2,3
1342,122878.0,2,11
1343,123030.0,2,6
1344,123095.0,2,2
1345,123109.0,2,15
1346,123159.0,2,23
1347,123226.0,2,2
1348,123263.0,2,3
1349,123280.0,2,4
1350,123306.0,2,15
1351,123347.0,2,38
1352,123406.0,2,4
1353,123447.0,2,2
1354,123802.0,2,5
1355,123877.0,2,4
1356,124031.0,2,31
1357,124106.0,2,18
1358,124390.0,2,15
1359,124448.0,2,29
1360,124461.0,2,13
1361,124542.0,2,7
1362,124555.0,2,2
1363,124627.0,2,2
1364,124904.0,2,11
1365,124918.0,2,14
1366,124990.0,2,2
1367,125025.0,2,3
1368,125414.0,2,4
1369,125478.0,2,29
1370,125521.0,2,15
1371,125571.0,2,4
1372,125709.0,2,3
1373,125734.0,2,2
1374,125781.0,2,2
1375,125949.0,2,35
1376,125971.0,2,5
1377,125996.0,2,28
1378,126009.0,2,3
1379,126034.0,2,8
1380,126035.0,2,4
1381,126085.0,2,14
1382,126544.0,2,13
1383,126804.0,2,24
1384,126848.0,2,53
1385,126862.0,2,3
1386,126935.0,2,6
1387,126961.0,2,8
1388,126965.0,2,19
1389,127108.0,2,4
1390,127190.0,2,8
1391,127370.0,2,24
1392,127495.0,2,12
1393,127726.0,2,13
1394,127836.0,2,3
1395,127854.0,2,7
1396,127986.0,2,11
1397,128076.0,2,2
1398,128135.0,2,5
1399,128224.0,2,32
1400,128371.0,2,11
1401,128454.0,2,2
1402,128791.0,2,4
1403,128903.0,2,17
1404,128918.0,2,6
1405,128949.0,2,14
1406,129026.0,2,57
1407,129030.0,2,10
1408,129040.0,2,5
1409,129177.0,2,2
1410,129226.0,2,14
1411,129406.0,2,39
1412,129415.0,2,16
1413,129525.0,2,2
1414,129535.0,2,6
1415,129570.0,2,18
1416,129578.0,2,19
1417,129694.0,2,27
1418,129718.0,2,3
1419,129733.0,2,4
1420,129809.0,2,38
1421,129852.0,2,7
1422,129959.0,2,5
1423,130068.0,2,4
1424,130294.0,2,16
1425,130374.0,2,5
1426,130417.0,2,7
1427,130607.0,2,33
1428,131249.0,2,6
1429,131348.0,2,49
1430,131530.0,2,8
1431,132147.0,2,2
1432,133506.0,2,19
1433,133526.0,2,8
1434,134078.0,2,5
1435,134629.0,2,4
1436,134817.0,2,9
1437,134892.0,2,2
1438,135119.0,2,2
1439,135360.0,2,4
1440,135642.0,2,6
1441,136089.0,2,3
1442,136178.0,2,30
1443,136337.0,2,39
1444,136496.0,2,8
1445,136646.0,2,3
1446,136748.0,2,14
1447,137011.0,2,6
1448,137283.0,2,4
1449,137728.0,2,27
1450,137778.0,2,7
1451,137793.0,2,70
1452,137859.0,2,16
1453,138691.0,2,12
1454,138859.0,2,16
1455,139065.0,2,10
1456,139154.0,2,8
1457,139233.0,2,2
1458,139252.0,2,6
1459,139262.0,2,10
1460,139305.0,2,6
1461,139527.0,2,6
1462,139584.0,2,4
1463,140461.0,2,12
1464,140577.0,2,2
1465,140670.0,2,2
1466,140686.0,2,3
1467,140856.0,2,7
1468,140874.0,2,12
1469,141078.0,2,7
1470,141138.0,2,19
1471,141163.0,2,15
1472,141193.0,2,41
1473,141227.0,2,3
1474,141498.0,2,27
1475,141522.0,2,3
1476,141548.0,2,4
1477,141754.0,2,40
1478,141774.0,2,9
1479,141882.0,2,2
1480,141935.0,2,22
1481,142019.0,2,19
1482,142108.0,2,11
1483,142195.0,2,3
1484,142378.0,2,5
1485,142452.0,2,55
1486,142512.0,2,41
1487,143445.0,2,18
1488,143466.0,2,17
1489,143490.0,2,11
1490,143496.0,2,2
1491,143512.0,2,22
1492,143545.0,2,27
1493,143548.0,2,13
1494,143643.0,2,6
1495,143677.0,2,38
1496,143693.0,2,20
1497,143762.0,2,5
1498,143793.0,2,7
1499,143850.0,2,34
1500,143876.0,2,29
1501,143957.0,2,13
1502,143961.0,2,14
1503,144083.0,2,5
1504,144352.0,2,4
1505,144455.0,2,3
1506,144493.0,2,30
1507,144499.0,2,20
1508,144560.0,2,12
1509,144685.0,2,8
1510,144717.0,2,2
1511,144833.0,2,4
1512,144860.0,2,75
1513,145098.0,2,15
1514,145137.0,2,23
1515,145223.0,2,37
1516,145225.0,2,5
1517,145228.0,2,4
1518,145230.0,2,2
1519,145326.0,2,10
1520,145437.0,2,11
1521,145517.0,2,3
1522,145525.0,2,113
1523,145614.0,2,3
1524,145645.0,2,44
1525,145815.0,2,6
1526,145871.0,2,12
1527,145990.0,2,4
1528,146058.0,2,9
1529,146088.0,2,35
1530,146157.0,2,21
1531,146201.0,2,23
1532,146236.0,2,17
1533,146266.0,2,2
1534,146310.0,2,24
1535,146425.0,2,23
1536,146454.0,2,14
1537,146471.0,2,2
1538,146558.0,2,7
1539,146599.0,2,2
1540,146683.0,2,39
1541,146792.0,2,4
1542,146869.0,2,9
1543,146874.0,2,5
1544,146884.0,2,10
1545,146989.0,2,5
1546,147049.0,2,2
1547,147223.0,2,22
1548,147241.0,2,29
1549,147311.0,2,14
1550,147355.0,2,5
1551,147442.0,2,5
1552,147485.0,2,5
1553,147501.0,2,6
1554,147540.0,2,26
1555,147597.0,2,14
1556,147615.0,2,2
1557,147632.0,2,7
1558,147644.0,2,12
1559,147656.0,2,18
1560,147665.0,2,16
1561,147734.0,2,2
1562,147735.0,2,11
1563,147785.0,2,3
1564,147835.0,2,14
1565,147927.0,2,3
1566,147970.0,2,9
1567,148098.0,2,13
1568,148197.0,2,25
1569,148247.0,2,3
1570,148262.0,2,8
1571,148267.0,2,3
1572,148341.0,2,12
1573,148480.0,2,16
1574,148546.0,2,2
1575,148612.0,2,5
1576,148638.0,2,4
1577,148658.0,2,6
1578,148664.0,2,7
1579,148668.0,2,3
1580,148735.0,2,5
1581,148737.0,2,4
1582,148973.0,2,37
1583,148999.0,2,4
1584,149024.0,2,46
1585,149034.0,2,3
1586,149046.0,2,16
1587,149081.0,2,10
1588,149188.0,2,19
1589,149203.0,2,17
1590,149213.0,2,92
1591,149237.0,2,8
1592,149295.0,2,6
1593,149470.0,2,2
1594,149599.0,2,8
1595,149620.0,2,10
1596,149683.0,2,21
1597,149720.0,2,2
1598,149770.0,2,22
1599,149820.0,2,8
1600,149853.0,2,8
1601,149872.0,2,2
1602,149918.0,2,8
1603,149930.0,2,28
1604,149946.0,2,7
1605,149970.0,2,50
1606,150007.0,2,2
1607,150033.0,2,5
1608,150036.0,2,2
1609,150100.0,2,2
1610,150115.0,2,27
1611,150153.0,2,29
1612,150174.0,2,3
1613,150200.0,2,72
1614,150269.0,2,5
1615,150275.0,2,8
1616,150281.0,2,2
1617,150467.0,2,3
1618,150618.0,2,19
1619,150637.0,2,17
1620,150707.0,2,7
1621,150744.0,2,3
1622,150793.0,2,16
1623,150886.0,2,7
1624,150985.0,2,10
1625,151300.0,2,32
1626,151477.0,2,5
1627,151573.0,2,5
1628,151620.0,2,16
1629,151647.0,2,7
1630,151673.0,2,80
1631,151772.0,2,6
1632,151810.0,2,18
1633,151864.0,2,8
1634,151868.0,2,59
1635,151889.0,2,13
1636,152030.0,2,30
1637,152035.0,2,10
1638,152068.0,2,8
1639,152151.0,2,19
1640,152191.0,2,6
1641,152195.0,2,14
1642,152244.0,2,11
1643,152470.0,2,4
1644,152477.0,2,3
1645,152551.0,2,18
1646,152726.0,2,14
1647,152747.0,2,5
1648,152923.0,2,2
1649,153034.0,2,3
1650,153048.0,2,9
1651,153080.0,2,4
1652,153103.0,2,4
1653,153190.0,2,11
1654,153324.0,2,7
1655,153335.0,2,6
1656,153498.0,2,13
1657,153585.0,2,2
1658,153800.0,2,17
1659,153832.0,2,10
1660,153843.0,2,2
1661,153944.0,2,5
1662,153981.0,2,7
1663,154027.0,2,19
1664,154165.0,2,2
1665,154182.0,2,25
1666,154303.0,2,16
1667,154332.0,2,4
1668,154333.0,2,2
1669,154341.0,2,3
1670,154350.0,2,5
1671,154438.0,2,26
1672,154446.0,2,7
1673,154542.0,2,2
1674,154564.0,2,28
1675,154654.0,2,12
1676,154658.0,2,5
1677,154730.0,2,11
1678,154733.0,2,6
1679,154829.0,2,11
1680,154914.0,2,5
1681,155032.0,2,4
1682,155170.0,2,9
1683,155217.0,2,6
1684,155242.0,2,4
1685,155275.0,2,5
1686,155324.0,2,7
1687,155395.0,2,11
1688,155501.0,2,15
1689,155521.0,2,2
1690,155573.0,2,2
1691,155617.0,2,4
1692,155667.0,2,11
1693,155697.0,2,7
1694,155725.0,2,3
1695,155743.0,2,2
1696,155949.0,2,3
1697,155954.0,2,19
1698,156010.0,2,13
1699,156021.0,2,3
1700,156034.0,2,2
1701,156051.0,2,54
1702,156064.0,2,10
1703,156115.0,2,4
1704,156170.0,2,17
1705,156178.0,2,13
1706,156309.0,2,14
1707,156487.0,2,6
1708,156580.0,2,4
1709,156593.0,2,10
1710,156700.0,2,3
1711,156837.0,2,6
1712,156994.0,2,21
1713,157024.0,2,8
1714,157045.0,2,7
1715,157119.0,2,13
1716,157247.0,2,28
1717,157275.0,2,6
1718,157300.0,2,14
1719,157329.0,2,16
1720,157502.0,2,2
1721,157617.0,2,25
1722,157677.0,2,8
1723,157680.0,2,31
1724,157793.0,2,27
1725,157815.0,2,24
1726,157872.0,2,5
1727,157957.0,2,37
1728,158047.0,2,18
1729,158052.0,2,31
1730,158066.0,2,6
1731,158126.0,2,22
1732,158217.0,2,2
1733,158230.0,2,4
1734,158293.0,2,33
1735,158324.0,2,7
1736,158388.0,2,20
1737,158395.0,2,10
1738,158555.0,2,2
1739,158749.0,2,2
1740,158784.0,2,18
1741,158848.0,2,10
1742,158888.0,2,7
1743,158902.0,2,25
1744,158934.0,2,28
1745,158937.0,2,12
1746,159012.0,2,8
1747,159020.0,2,7
1748,159059.0,2,2
1749,159108.0,2,2
1750,159211.0,2,17
1751,159241.0,2,3
1752,159373.0,2,3
1753,159440.0,2,11
1754,159494.0,2,4
1755,159762.0,2,4
1756,159777.0,2,4
1757,159824.0,2,7
1758,159837.0,2,2
1759,159962.0,2,6
1760,160066.0,2,13
1761,160146.0,2,9
1762,160223.0,2,9
1763,160383.0,2,4
1764,160718.0,2,37
1765,160728.0,2,7
1766,160890.0,2,22
1767,160898.0,2,12
1768,160948.0,2,3
1769,161047.0,2,2
1770,161066.0,2,2
1771,161613.0,2,3
1772,161627.0,2,5
1773,161653.0,2,20
1774,161733.0,2,10
1775,161799.0,2,111
1776,161868.0,2,6
1777,161895.0,2,3
1778,162141.0,2,3
1779,162208.0,2,17
1780,162401.0,2,4
1781,162403.0,2,2
1782,162484.0,2,3
1783,162616.0,2,13
1784,162621.0,2,6
1785,162694.0,2,3
1786,162769.0,2,3
1787,162780.0,2,13
1788,162834.0,2,3
1789,162840.0,2,22
1790,162923.0,2,3
1791,162961.0,2,15
1792,163044.0,2,12
1793,163185.0,2,6
1794,163286.0,2,6
1795,163341.0,2,21
1796,163378.0,2,4
1797,163405.0,2,7
1798,163427.0,2,8
1799,163562.0,2,4
1800,163579.0,2,7
1801,163687.0,2,10
1802,163834.0,2,7
1803,163972.0,2,2
1804,164067.0,2,23
1805,164213.0,2,13
1806,164275.0,2,44
1807,164282.0,2,5
1808,164307.0,2,45
1809,164314.0,2,2
1810,164452.0,2,34
1811,164453.0,2,27
1812,164496.0,2,2
1813,164522.0,2,21
1814,164554.0,2,9
1815,164674.0,2,5
1816,164720.0,2,10
1817,164768.0,2,14
1818,164813.0,2,3
1819,164842.0,2,3
1820,164911.0,2,33
1821,164953.0,2,13
1822,165016.0,2,8
1823,165182.0,2,6
1824,165232.0,2,3
1825,165377.0,2,28
1826,165470.0,2,2
1827,165535.0,2,37
1828,165566.0,2,3
1829,165712.0,2,9
1830,165715.0,2,6
1831,165718.0,2,26
1832,165729.0,2,29
1833,165799.0,2,2
1834,165819.0,2,5
1835,165849.0,2,7
1836,166037.0,2,5
1837,166042.0,2,7
1838,166069.0,2,3
1839,166073.0,2,7
1840,166215.0,2,6
1841,166406.0,2,11
1842,166429.0,2,13
1843,166497.0,2,15
1844,166632.0,2,2
1845,166785.0,2,6
1846,166991.0,2,52
1847,166995.0,2,3
1848,167066.0,2,17
1849,167108.0,2,3
1850,167211.0,2,15
1851,167429.0,2,8
1852,167530.0,2,16
1853,167638.0,2,7
1854,167700.0,2,2
1855,167866.0,2,10
1856,167938.0,2,11
1857,167958.0,2,9
1858,167979.0,2,4
1859,168004.0,2,2
1860,168038.0,2,6
1861,168085.0,2,3
1862,168193.0,2,13
1863,168332.0,2,9
1864,168336.0,2,5
1865,168342.0,2,10
1866,168415.0,2,3
1867,168422.0,2,4
1868,168425.0,2,12
1869,168436.0,2,30
1870,168840.0,2,4
1871,168846.0,2,8
1872,168926.0,2,16
1873,168934.0,2,3
1874,168983.0,2,6
1875,168999.0,2,23
1876,169084.0,2,5
1877,169206.0,2,32
1878,169277.0,2,8
1879,169279.0,2,22
1880,169490.0,2,23
1881,169510.0,2,30
1882,169603.0,2,6
1883,169633.0,2,5
1884,169695.0,2,28
1885,169733.0,2,7
1886,169813.0,2,2
1887,169815.0,2,2
1888,169878.0,2,28
1889,169928.0,2,9
1890,169981.0,2,6
1891,170083.0,2,8
1892,170183.0,2,2
1893,170187.0,2,3
1894,170194.0,2,25
1895,170205.0,2,3
1896,170252.0,2,19
1897,170289.0,2,19
1898,170444.0,2,11
1899,170665.0,2,11
1900,170821.0,2,5
1901,170855.0,2,2
1902,170893.0,2,2
1903,171019.0,2,42
1904,171042.0,2,5
1905,171045.0,2,29
1906,171134.0,2,32
1907,171321.0,2,4
1908,171347.0,2,3
1909,171443.0,2,5
1910,171459.0,2,3
1911,171531.0,2,4
1912,171569.0,2,2
1913,171877.0,2,13
1914,171919.0,2,32
1915,171988.0,2,14
1916,172079.0,2,4
1917,172107.0,2,5
1918,172110.0,2,83
1919,172174.0,2,11
1920,172179.0,2,32
1921,172180.0,2,16
1922,172229.0,2,2
1923,172297.0,2,7
1924,172307.0,2,6
1925,172323.0,2,25
1926,172345.0,2,12
1927,172393.0,2,2
1928,172398.0,2,15
1929,172452.0,2,3
1930,172466.0,2,3
1931,172739.0,2,36
1932,172885.0,2,19
1933,172911.0,2,5
1934,173084.0,2,5
1935,173109.0,2,25
1936,173125.0,2,10
1937,173151.0,2,56
1938,173268.0,2,3
1939,173300.0,2,143
1940,173319.0,2,4
1941,173359.0,2,3
1942,173364.0,2,5
1943,173425.0,2,7
1944,173452.0,2,9
1945,173461.0,2,23
1946,173487.0,2,3
1947,173521.0,2,2
1948,173691.0,2,2
1949,173707.0,2,2
1950,173752.0,2,4
1951,173813.0,2,4
1952,173867.0,2,3
1953,173874.0,2,5
1954,173898.0,2,5
1955,173937.0,2,17
1956,174009.0,2,8
1957,174033.0,2,12
1958,174039.0,2,42
1959,174174.0,2,62
1960,174276.0,2,7
1961,174328.0,2,4
1962,174432.0,2,11
1963,174575.0,2,7
1964,174607.0,2,18
1965,174755.0,2,9
1966,174930.0,2,10
1967,174948.0,2,3
1968,174963.0,2,10
1969,175125.0,2,6
1970,175133.0,2,14
1971,175134.0,2,14
1972,175210.0,2,10
1973,175271.0,2,3
1974,175309.0,2,6
1975,175337.0,2,3
1976,175383.0,2,5
1977,175414.0,2,7
1978,175443.0,2,15
1979,175510.0,2,15
1980,175659.0,2,7
1981,175674.0,2,3
1982,175755.0,2,5
1983,175774.0,2,4
1984,175844.0,2,32
1985,175874.0,2,6
1986,175915.0,2,8
1987,176144.0,2,5
1988,176145.0,2,4
1989,176166.0,2,6
1990,176273.0,2,50
1991,176371.0,2,5
1992,176388.0,2,4
1993,176415.0,2,3
1994,176435.0,2,28
1995,176532.0,2,6
1996,176622.0,2,7
1997,176709.0,2,21
1998,176799.0,2,2
1999,176898.0,2,7
2000,176921.0,2,30
2001,176924.0,2,21
2002,177131.0,2,4
2003,177168.0,2,11
2004,177212.0,2,11
2005,177243.0,2,2
2006,177246.0,2,45
2007,177309.0,2,19
2008,177333.0,2,4
2009,177413.0,2,12
2010,177522.0,2,13
2011,177533.0,2,4
2012,177600.0,2,6
2013,177701.0,2,7
2014,177767.0,2,8
2015,177854.0,2,7
2016,177906.0,2,25
2017,177938.0,2,53
2018,177966.0,2,9
2019,177974.0,2,2
2020,178033.0,2,16
2021,178080.0,2,15
2022,178091.0,2,18
2023,178095.0,2,15
2024,178113.0,2,14
2025,178278.0,2,3
2026,178345.0,2,7
2027,178351.0,2,3
2028,178521.0,2,5
2029,178553.0,2,6
2030,178605.0,2,30
2031,178706.0,2,9
2032,178709.0,2,3
2033,178924.0,2,6
2034,178991.0,2,3
2035,179041.0,2,4
2036,179088.0,2,5
2037,179094.0,2,3
2038,179163.0,2,10
2039,179249.0,2,26
2040,179335.0,2,24
2041,179647.0,2,72
2042,180065.0,2,3
2043,180179.0,2,2
2044,180186.0,2,3
2045,180209.0,2,2
2046,180240.0,2,15
2047,180464.0,2,19
2048,180490.0,2,9
2049,180501.0,2,6
2050,180596.0,2,7
2051,180648.0,2,11
2052,180741.0,2,7
2053,180831.0,2,4
2054,180842.0,2,2
2055,180902.0,2,3
2056,180926.0,2,10
2057,181024.0,2,44
2058,181030.0,2,8
2059,181134.0,2,3
2060,181201.0,2,16
2061,181202.0,2,8
2062,181233.0,2,6
2063,181275.0,2,5
2064,181375.0,2,5
2065,181500.0,2,3
2066,181569.0,2,6
2067,181670.0,2,6
2068,181778.0,2,5
2069,181791.0,2,5
2070,181809.0,2,9
2071,181868.0,2,31
2072,181959.0,2,3
2073,181975.0,2,6
2074,182005.0,2,3
2075,182133.0,2,11
2076,182239.0,2,2
2077,182361.0,2,3
2078,182362.0,2,6
2079,182370.0,2,6
2080,182510.0,2,8
2081,182589.0,2,5
2082,182601.0,2,3
2083,182677.0,2,14
2084,182689.0,2,5
2085,182715.0,2,7
2086,182739.0,2,3
2087,182749.0,2,5
2088,183165.0,2,3
2089,183227.0,2,4
2090,183243.0,2,14
2091,183259.0,2,18
2092,183361.0,2,30
2093,183479.0,2,9
2094,183502.0,2,50
2095,183519.0,2,3
2096,183638.0,2,2
2097,183658.0,2,3
2098,183688.0,2,8
2099,183814.0,2,33
2100,183831.0,2,5
2101,183897.0,2,2
2102,183934.0,2,2
2103,183938.0,2,17
2104,184136.0,2,4
2105,184142.0,2,9
2106,184146.0,2,3
2107,184231.0,2,5
2108,184249.0,2,8
2109,184286.0,2,2
2110,184403.0,2,3
2111,184483.0,2,3
2112,184521.0,2,8
2113,184556.0,2,10
2114,184625.0,2,3
2115,184722.0,2,45
2116,184775.0,2,28
2117,184844.0,2,71
2118,184946.0,2,4
2119,185071.0,2,39
2120,185122.0,2,2
2121,185137.0,2,7
2122,185173.0,2,13
2123,185339.0,2,4
2124,185365.0,2,2
2125,185471.0,2,14
2126,185596.0,2,2
2127,185798.0,2,10
2128,185920.0,2,4
2129,186056.0,2,5
2130,186100.0,2,22
2131,186146.0,2,5
2132,186181.0,2,15
2133,186271.0,2,10
2134,186291.0,2,4
2135,186296.0,2,4
2136,186548.0,2,4
2137,186549.0,2,23
2138,186566.0,2,4
2139,186634.0,2,20
2140,186742.0,2,4
2141,186753.0,2,13
2142,186841.0,2,13
2143,186842.0,2,3
2144,187016.0,2,2
2145,187073.0,2,12
2146,187118.0,2,5
2147,187194.0,2,2
2148,187535.0,2,11
2149,187559.0,2,18
2150,187568.0,2,2
2151,187619.0,2,13
2152,187645.0,2,8
2153,187702.0,2,14
2154,187844.0,2,7
2155,188066.0,2,18
2156,188175.0,2,8
2157,188307.0,2,2
2158,188315.0,2,16
2159,188356.0,2,4
2160,188678.0,2,5
2161,188721.0,2,5
2162,188732.0,2,2
2163,188877.0,2,2
2164,188890.0,2,5
2165,189115.0,2,7
2166,189162.0,2,19
2167,189190.0,2,7
2168,189191.0,2,2
2169,189332.0,2,9
2170,189454.0,2,18
2171,189611.0,2,21
2172,189637.0,2,11
2173,189656.0,2,4
2174,189755.0,2,21
2175,189895.0,2,17
2176,190038.0,2,2
2177,190167.0,2,3
2178,190252.0,2,6
2179,190277.0,2,9
2180,190292.0,2,2
2181,190363.0,2,42
2182,190392.0,2,10
2183,190421.0,2,3
2184,190728.0,2,4
2185,190795.0,2,4
2186,190826.0,2,2
2187,190841.0,2,13
2188,190957.0,2,9
2189,190988.0,2,14
2190,191010.0,2,2
2191,191074.0,2,22
2192,191307.0,2,9
2193,191315.0,2,11
2194,191335.0,2,21
2195,191348.0,2,13
2196,191363.0,2,21
2197,191380.0,2,3
2198,191453.0,2,43
2199,191506.0,2,2
2200,191635.0,2,6
2201,191648.0,2,5
2202,191657.0,2,3
2203,191688.0,2,14
2204,191704.0,2,15
2205,191841.0,2,4
2206,192042.0,2,3
2207,192158.0,2,9
2208,192195.0,2,2
2209,192209.0,2,69
2210,192239.0,2,14
2211,192252.0,2,28
2212,192328.0,2,12
2213,192504.0,2,5
2214,192760.0,2,8
2215,192883.0,2,12
2216,192982.0,2,38
2217,193003.0,2,4
2218,193031.0,2,13
2219,193157.0,2,7
2220,193165.0,2,11
2221,193169.0,2,9
2222,193223.0,2,6
2223,193619.0,2,4
2224,193641.0,2,5
2225,193665.0,2,3
2226,193677.0,2,5
2227,193681.0,2,7
2228,193739.0,2,26
2229,193751.0,2,3
2230,193752.0,2,3
2231,193855.0,2,8
2232,193878.0,2,2
2233,193898.0,2,10
2234,194012.0,2,2
2235,194025.0,2,11
2236,194060.0,2,3
2237,194083.0,2,11
2238,194157.0,2,9
2239,194205.0,2,4
2240,194207.0,2,3
2241,194221.0,2,8
2242,194303.0,2,12
2243,194398.0,2,2
2244,194512.0,2,12
2245,194669.0,2,6
2246,194726.0,2,3
2247,194825.0,2,9
2248,194832.0,2,5
2249,194869.0,2,31
2250,195038.0,2,7
2251,195060.0,2,5
2252,195083.0,2,4
2253,195128.0,2,14
2254,195129.0,2,5
2255,195152.0,2,13
2256,195269.0,2,30
2257,195556.0,2,20
2258,195576.0,2,3
2259,195855.0,2,4
2260,195904.0,2,4
2261,195986.0,2,4
2262,196009.0,2,3
2263,196032.0,2,6
2264,196057.0,2,2
2265,196076.0,2,5
2266,196269.0,2,4
2267,196313.0,2,20
2268,196328.0,2,68
2269,196350.0,2,4
2270,196464.0,2,10
2271,196550.0,2,2
2272,196638.0,2,4
2273,196751.0,2,3
2274,196781.0,2,6
2275,196851.0,2,9
2276,196862.0,2,39
2277,196929.0,2,4
2278,196949.0,2,3
2279,196950.0,2,15
2280,196982.0,2,3
2281,196985.0,2,5
2282,196993.0,2,17
2283,197042.0,2,8
2284,197091.0,2,2
2285,197105.0,2,14
2286,197154.0,2,22
2287,197335.0,2,5
2288,197371.0,2,47
2289,197394.0,2,13
2290,197429.0,2,5
2291,197503.0,2,5
2292,197585.0,2,8
2293,197780.0,2,26
2294,197974.0,2,6
2295,198171.0,2,8
2296,198291.0,2,2
2297,198315.0,2,5
2298,198342.0,2,2
2299,198452.0,2,3
2300,198642.0,2,37
2301,198656.0,2,6
2302,198812.0,2,2
2303,198891.0,2,32
2304,198964.0,2,58
2305,199017.0,2,2
2306,199066.0,2,4
2307,199109.0,2,31
2308,199112.0,2,6
2309,199131.0,2,24
2310,199150.0,2,6
2311,199184.0,2,17
2312,199199.0,2,3
2313,199212.0,2,26
2314,199264.0,2,3
2315,199304.0,2,26
2316,199473.0,2,5
2317,199521.0,2,3
2318,199523.0,2,4
2319,199615.0,2,22
2320,199653.0,2,2
2321,199775.0,2,5
2322,199840.0,2,60
2323,199883.0,2,21
2324,199952.0,2,5
2325,200019.0,2,5
2326,200042.0,2,3
2327,200061.0,2,19
2328,200141.0,2,3
2329,200191.0,2,3
2330,200281.0,2,4
2331,200575.0,2,2
2332,200603.0,2,4
2333,200611.0,2,9
2334,200754.0,2,2
2335,200769.0,2,47
2336,200778.0,2,3
2337,200814.0,2,3
2338,200944.0,2,3
2339,200981.0,2,46
2340,200994.0,2,4
2341,201019.0,2,6
2342,201115.0,2,4
2343,201124.0,2,4
2344,201147.0,2,27
2345,201175.0,2,16
2346,201225.0,2,2
2347,201373.0,2,11
2348,201428.0,2,4
2349,201585.0,2,3
2350,201626.0,2,13
2351,201777.0,2,4
2352,202030.0,2,6
2353,202326.0,2,2
2354,202435.0,2,17
2355,202459.0,2,3
2356,202597.0,2,4
2357,202655.0,2,5
2358,202716.0,2,10
2359,202748.0,2,41
2360,202760.0,2,27
2361,202795.0,2,8
2362,202808.0,2,8
2363,202860.0,2,3
2364,202861.0,2,3
2365,202889.0,2,19
2366,202928.0,2,4
2367,203040.0,2,5
2368,203081.0,2,2
2369,203085.0,2,9
2370,203254.0,2,12
2371,203279.0,2,6
2372,203302.0,2,10
2373,203309.0,2,54
2374,203375.0,2,7
2375,203410.0,2,41
2376,203560.0,2,16
2377,203744.0,2,7
2378,203788.0,2,9
2379,203800.0,2,19
2380,203850.0,2,5
2381,203862.0,2,2
2382,204012.0,2,21
2383,204134.0,2,10
2384,204154.0,2,2
2385,204155.0,2,4
2386,204242.0,2,14
2387,204267.0,2,3
2388,204381.0,2,40
2389,204451.0,2,3
2390,204460.0,2,2
2391,204482.0,2,2
2392,204592.0,2,18
2393,204626.0,2,2
2394,204705.0,2,3
2395,204737.0,2,22
2396,204814.0,2,22
2397,204836.0,2,2
2398,204856.0,2,2
2399,204890.0,2,4
2400,204905.0,2,4
2401,204961.0,2,2
2402,204965.0,2,2
2403,205043.0,2,2
2404,205050.0,2,2
2405,205115.0,2,22
2406,205123.0,2,12
