,APP_USER_SN,count_province,total_booking
628,28193.0,2,4
629,28233.0,2,28
630,28239.0,2,7
631,28370.0,2,11
632,28392.0,2,54
633,28463.0,2,5
634,28501.0,2,3
635,28656.0,2,46
636,28913.0,2,28
637,29039.0,2,5
638,29071.0,2,5
639,29093.0,2,16
640,29143.0,2,4
641,29354.0,2,15
642,29388.0,2,23
643,29407.0,2,8
644,29531.0,2,6
645,29594.0,2,30
646,29666.0,2,4
647,29723.0,2,4
648,29776.0,2,44
649,29822.0,2,2
650,29865.0,2,24
651,29956.0,2,8
652,29995.0,2,5
653,30040.0,2,25
654,30230.0,2,25
655,30538.0,2,7
656,30615.0,2,4
657,30644.0,2,12
658,30662.0,2,24
659,30779.0,2,5
660,31168.0,2,2
661,31226.0,2,16
662,31267.0,2,11
663,31271.0,2,65
664,31323.0,2,27
665,31419.0,2,20
666,31581.0,2,19
667,31678.0,2,2
668,31942.0,2,9
669,31992.0,2,3
670,32120.0,2,19
671,32260.0,2,19
672,32454.0,2,2
673,32605.0,2,49
674,32634.0,2,2
675,32635.0,2,13
676,32699.0,2,14
677,32806.0,2,7
678,32852.0,2,33
679,32912.0,2,2
680,32931.0,2,2
681,33004.0,2,18
682,33019.0,2,14
683,33204.0,2,6
684,33263.0,2,31
685,33279.0,2,4
686,33282.0,2,9
687,33377.0,2,22
688,33396.0,2,2
689,33477.0,2,6
690,33505.0,2,15
691,33592.0,2,5
692,33754.0,2,23
693,33856.0,2,14
694,33873.0,2,4
695,33896.0,2,4
696,33925.0,2,27
697,33978.0,2,15
698,34018.0,2,55
699,34114.0,2,5
700,34152.0,2,54
701,34343.0,2,3
702,34413.0,2,5
703,34446.0,2,21
704,34517.0,2,5
705,34540.0,2,15
706,34641.0,2,4
707,34913.0,2,4
708,34916.0,2,19
709,35194.0,2,5
710,35206.0,2,9
711,35496.0,2,7
712,35583.0,2,7
713,35593.0,2,22
714,35734.0,2,5
715,35840.0,2,9
716,35865.0,2,14
717,35927.0,2,21
718,35951.0,2,3
719,35992.0,2,7
720,36049.0,2,8
721,36134.0,2,23
722,36279.0,2,9
723,36553.0,2,9
724,36796.0,2,7
725,36943.0,2,14
726,37058.0,2,3
727,37100.0,2,61
728,37291.0,2,30
729,37309.0,2,18
730,37313.0,2,8
731,37445.0,2,13
732,37449.0,2,3
733,37467.0,2,36
734,37472.0,2,14
735,37608.0,2,23
736,37693.0,2,5
737,37801.0,2,2
738,37817.0,2,30
739,37824.0,2,7
740,37946.0,2,40
741,37958.0,2,2
742,37967.0,2,2
743,37992.0,2,16
744,38021.0,2,4
745,38052.0,2,50
746,38068.0,2,10
747,38095.0,2,2
748,38137.0,2,3
749,38201.0,2,4
750,38204.0,2,2
751,38255.0,2,6
752,38274.0,2,46
753,38327.0,2,3
754,38346.0,2,27
755,38435.0,2,8
756,38455.0,2,19
757,38499.0,2,2
758,38610.0,2,2
759,38785.0,2,18
760,39083.0,2,7
761,39257.0,2,3
762,39307.0,2,2
763,39352.0,2,13
764,40533.0,2,27
765,40656.0,2,4
766,40787.0,2,10
767,40818.0,2,2
768,40923.0,2,14
769,40972.0,2,3
770,40981.0,2,6
771,41018.0,2,10
772,41024.0,2,26
773,41090.0,2,8
774,41107.0,2,20
775,41118.0,2,25
776,41208.0,2,21
777,41391.0,2,76
778,41532.0,2,14
779,41554.0,2,2
780,41841.0,2,39
781,41899.0,2,4
782,41991.0,2,12
783,42136.0,2,2
784,42331.0,2,81
785,42370.0,2,14
786,42447.0,2,3
787,42681.0,2,6
788,42889.0,2,2
789,43072.0,2,76
790,43081.0,2,35
791,43265.0,2,10
792,43524.0,2,36
793,43725.0,2,5
794,43773.0,2,5
795,43822.0,2,3
796,43873.0,2,13
797,44191.0,2,26
798,44515.0,2,12
799,44574.0,2,12
800,44616.0,2,14
801,44738.0,2,2
802,44788.0,2,13
803,44933.0,2,40
804,45042.0,2,5
805,45066.0,2,28
806,45117.0,2,4
807,45144.0,2,4
808,45191.0,2,3
809,45208.0,2,38
810,45223.0,2,2
811,45266.0,2,2
812,45300.0,2,4
813,45371.0,2,2
814,45592.0,2,2
815,45656.0,2,11
816,45669.0,2,2
817,45692.0,2,7
818,45723.0,2,4
819,45886.0,2,40
820,46010.0,2,9
821,46087.0,2,5
822,46276.0,2,4
823,46281.0,2,48
824,46461.0,2,16
825,46470.0,2,38
826,46479.0,2,2
827,46534.0,2,3
828,46900.0,2,58
829,46938.0,2,21
830,47031.0,2,8
831,47175.0,2,2
832,47204.0,2,17
833,47314.0,2,2
834,47345.0,2,2
835,47379.0,2,2
836,47558.0,2,3
837,47674.0,2,3
838,47709.0,2,38
839,47758.0,2,4
840,48107.0,2,5
841,48288.0,2,4
842,48435.0,2,8
843,48760.0,2,9
844,48817.0,2,3
845,48932.0,2,2
846,49119.0,2,16
847,49179.0,2,6
848,49264.0,2,3
849,49382.0,2,7
850,49492.0,2,6
851,49558.0,2,3
852,49609.0,2,11
853,49616.0,2,3
854,49877.0,2,26
855,49938.0,2,4
856,49976.0,2,23
857,50102.0,2,4
858,50115.0,2,12
859,50166.0,2,20
860,50342.0,2,6
861,50371.0,2,12
862,50479.0,2,5
863,50523.0,2,2
864,50605.0,2,11
865,50833.0,2,2
866,50982.0,2,2
867,51027.0,2,5
868,51064.0,2,3
869,51105.0,2,31
870,51228.0,2,32
871,51243.0,2,3
872,51249.0,2,11
873,51540.0,2,7
874,51738.0,2,5
875,51953.0,2,7
876,51959.0,2,3
877,51968.0,2,2
878,52045.0,2,2
879,52069.0,2,8
880,52164.0,2,12
881,52233.0,2,57
882,52247.0,2,6
883,52334.0,2,15
884,52387.0,2,11
885,52429.0,2,18
886,52443.0,2,33
887,52479.0,2,3
888,52526.0,2,17
889,52555.0,2,34
890,52568.0,2,4
891,52607.0,2,11
892,52632.0,2,4
893,52675.0,2,9
894,52677.0,2,2
895,52802.0,2,43
896,52875.0,2,11
897,53000.0,2,2
898,53108.0,2,2
899,53164.0,2,15
900,53253.0,2,24
901,53327.0,2,3
902,53542.0,2,4
903,53570.0,2,6
904,53574.0,2,17
905,53962.0,2,2
906,54036.0,2,36
907,54112.0,2,6
908,54170.0,2,25
909,54227.0,2,4
910,54336.0,2,2
911,54431.0,2,16
912,54671.0,2,25
913,54729.0,2,6
914,54777.0,2,5
915,55070.0,2,7
916,55256.0,2,11
917,55351.0,2,73
918,55436.0,2,19
919,55493.0,2,22
920,55552.0,2,4
921,55585.0,2,12
922,59622.0,2,14
923,59807.0,2,22
924,60314.0,2,9
925,60402.0,2,16
926,60861.0,2,69
927,62301.0,2,5
928,62968.0,2,4
929,63028.0,2,45
930,63053.0,2,5
931,63783.0,2,26
932,63938.0,2,16
933,64045.0,2,3
934,68835.0,2,23
935,69573.0,2,5
936,69680.0,2,21
937,70069.0,2,9
938,70142.0,2,3
939,70198.0,2,63
940,70223.0,2,5
941,70318.0,2,9
942,70381.0,2,19
943,70423.0,2,5
944,70436.0,2,3
945,70561.0,2,2
946,71106.0,2,10
947,71110.0,2,9
948,71225.0,2,22
949,71380.0,2,5
950,71443.0,2,25
951,71537.0,2,12
952,71890.0,2,5
953,72048.0,2,9
954,72398.0,2,49
955,72445.0,2,2
956,72536.0,2,8
957,72879.0,2,3
958,72926.0,2,2
959,72940.0,2,5
960,73436.0,2,8
961,73506.0,2,3
962,73518.0,2,25
963,73642.0,2,7
964,73646.0,2,6
965,74038.0,2,3
966,74146.0,2,5
967,74368.0,2,9
968,74759.0,2,36
969,75440.0,2,4
970,75492.0,2,6
971,75981.0,2,10
972,76446.0,2,43
973,80105.0,2,4
974,80629.0,2,14
975,80649.0,2,34
976,80804.0,2,2
977,81019.0,2,11
978,81199.0,2,2
979,83071.0,2,4
980,83074.0,2,4
981,84538.0,2,4
982,84709.0,2,4
983,84820.0,2,3
984,85002.0,2,3
985,85121.0,2,3
986,85339.0,2,46
987,85372.0,2,10
988,85505.0,2,3
989,85533.0,2,41
990,86056.0,2,19
991,86099.0,2,16
992,86177.0,2,16
993,86311.0,2,3
994,86352.0,2,6
995,86386.0,2,2
996,86438.0,2,10
997,86494.0,2,16
998,86583.0,2,4
999,86686.0,2,10
1000,88459.0,2,28
1001,88556.0,2,3
1002,88743.0,2,2
1003,88815.0,2,17
1004,88892.0,2,7
1005,88928.0,2,2
1006,88983.0,2,7
1007,89014.0,2,8
1008,89035.0,2,20
1009,89144.0,2,9
1010,89239.0,2,26
1011,89281.0,2,11
1012,89289.0,2,4
1013,89418.0,2,23
1014,89704.0,2,10
1015,89750.0,2,4
1016,89778.0,2,7
1017,89796.0,2,12
1018,89808.0,2,5
1019,90120.0,2,16
1020,90171.0,2,23
1021,90253.0,2,10
1022,90258.0,2,11
1023,90415.0,2,33
1024,90563.0,2,5
1025,90941.0,2,4
1026,90992.0,2,68
1027,91051.0,2,4
1028,91334.0,2,2
1029,91353.0,2,3
1030,91603.0,2,2
1031,91727.0,2,18
1032,91766.0,2,96
1033,91847.0,2,11
1034,92105.0,2,19
1035,92118.0,2,5
1036,92134.0,2,38
1037,92237.0,2,3
1038,92310.0,2,15
1039,92745.0,2,8
1040,92840.0,2,5
1041,92935.0,2,20
1042,92966.0,2,4
1043,93002.0,2,2
1044,93097.0,2,7
1045,93202.0,2,45
1046,93495.0,2,60
1047,93500.0,2,32
1048,94070.0,2,3
1049,94098.0,2,10
1050,94581.0,2,13
1051,94642.0,2,43
1052,94703.0,2,3
1053,94840.0,2,6
1054,94858.0,2,3
1055,94865.0,2,7
1056,94924.0,2,4
1057,95065.0,2,6
1058,95116.0,2,7
1059,95292.0,2,6
1060,95303.0,2,7
1061,95330.0,2,5
1062,95445.0,2,7
1063,95480.0,2,3
1064,95537.0,2,4
1065,95581.0,2,9
1066,95786.0,2,2
1067,95976.0,2,36
1068,96210.0,2,17
1069,96330.0,2,5
1070,96360.0,2,8
1071,96406.0,2,13
1072,96611.0,2,3
1073,96669.0,2,32
1074,96845.0,2,6
1075,96920.0,2,34
1076,97174.0,2,3
1077,97336.0,2,7
1078,97473.0,2,18
1079,97504.0,2,30
1080,97513.0,2,17
1081,98013.0,2,19
1082,98065.0,2,12
1083,98112.0,2,13
1084,98724.0,2,5
1085,98866.0,2,7
1086,98870.0,2,5
1087,99489.0,2,3
1088,99575.0,2,10
1089,99784.0,2,8
1090,99836.0,2,11
1091,100238.0,2,16
1092,101078.0,2,12
1093,101193.0,2,7
1094,101208.0,2,2
1095,101244.0,2,4
1096,101323.0,2,9
1097,101466.0,2,4
1098,101841.0,2,25
1099,101992.0,2,46
1100,102246.0,2,4
1101,102684.0,2,14
1102,102705.0,2,47
1103,102714.0,2,18
1104,102817.0,2,13
1105,103727.0,2,7
1106,103845.0,2,10
1107,104283.0,2,16
1108,104599.0,2,20
1109,104601.0,2,2
1110,104620.0,2,11
1111,104658.0,2,3
1112,104689.0,2,10
1113,104695.0,2,65
1114,104707.0,2,12
1115,104871.0,2,22
1116,104872.0,2,6
1117,104873.0,2,7
1118,104993.0,2,23
1119,105050.0,2,5
1120,105059.0,2,2
1121,105146.0,2,5
1122,105278.0,2,3
1123,105497.0,2,2
1124,105518.0,2,18
1125,105571.0,2,3
1126,105574.0,2,8
1127,105751.0,2,47
1128,105896.0,2,3
1129,105928.0,2,3
1130,105945.0,2,4
1131,105958.0,2,22
1132,105979.0,2,10
1133,106060.0,2,3
1134,106171.0,2,122
1135,106346.0,2,11
1136,106366.0,2,3
1137,106621.0,2,3
1138,106650.0,2,131
1139,106868.0,2,2
1140,106933.0,2,4
1141,107042.0,2,7
1142,107203.0,2,3
1143,107390.0,2,17
1144,107481.0,2,40
1145,107487.0,2,12
1146,107819.0,2,43
1147,107838.0,2,7
1148,107844.0,2,3
1149,107865.0,2,33
1150,107986.0,2,22
1151,108029.0,2,2
1152,108052.0,2,8
1153,108188.0,2,7
1154,108311.0,2,6
1155,108344.0,2,8
1156,108398.0,2,16
1157,108421.0,2,5
1158,108431.0,2,3
1159,108761.0,2,28
1160,108897.0,2,16
1161,109019.0,2,3
1162,109045.0,2,3
1163,109105.0,2,4
1164,109199.0,2,4
1165,109244.0,2,2
1166,109292.0,2,2
1167,109302.0,2,36
1168,109311.0,2,2
1169,109324.0,2,2
1170,109363.0,2,49
1171,109461.0,2,42
1172,109765.0,2,2
1173,109853.0,2,5
1174,109958.0,2,11
1175,109960.0,2,6
1176,110002.0,2,5
1177,110047.0,2,3
1178,110227.0,2,2
1179,110318.0,2,55
1180,110395.0,2,23
1181,110436.0,2,6
1182,110446.0,2,4
1183,110481.0,2,12
1184,110727.0,2,13
1185,110754.0,2,18
1186,110909.0,2,41
1187,111068.0,2,5
1188,111274.0,2,3
1189,111308.0,2,2
1190,111506.0,2,3
1191,111622.0,2,7
1192,111681.0,2,3
1193,111728.0,2,7
1194,111738.0,2,29
1195,111786.0,2,89
1196,111815.0,2,8
1197,111965.0,2,3
1198,112086.0,2,7
1199,112365.0,2,42
1200,112405.0,2,5
1201,112478.0,2,12
1202,112513.0,2,21
1203,112677.0,2,20
1204,112690.0,2,3
1205,112723.0,2,2
1206,112906.0,2,3
1207,112944.0,2,43
1208,112948.0,2,2
1209,112988.0,2,3
1210,113057.0,2,2
1211,113160.0,2,2
1212,113298.0,2,2
1213,113431.0,2,7
1214,113614.0,2,11
1215,113757.0,2,13
1216,113856.0,2,2
1217,113879.0,2,65
1218,113956.0,2,21
1219,113967.0,2,8
1220,114157.0,2,2
1221,114302.0,2,15
1222,114457.0,2,2
1223,114537.0,2,10
1224,114569.0,2,5
1225,114575.0,2,12
1226,114636.0,2,13
1227,114757.0,2,23
1228,114804.0,2,4
1229,114832.0,2,10
1230,115017.0,2,16
1231,115136.0,2,5
1232,115214.0,2,14
1233,115269.0,2,20
1234,115277.0,2,6
1235,115412.0,2,4
1236,115558.0,2,56
1237,115790.0,2,34
1238,115867.0,2,18
1239,116284.0,2,12
1240,116316.0,2,19
1241,116497.0,2,15
