A,B,lift
[584],[1462],12.19679067747297
"[1018, 1190]",[2812],12.170895274937827
[1018],[830],12.16710315408785
[830],[1018],12.16710315408785
"[1018, 2452]",[1462],12.16405302364043
[11103],[1003],12.139924120333065
[3045],[910],12.138013801380138
"[850, 1018]",[830],12.12569724830147
"[584, 1462, 1463]",[2812],12.123664935064937
[2050],[1977],12.1175823134124
"[1058, 2218]",[482],12.104521276595744
[12606],[11931],12.069212410501192
[1611],[648],12.053835376861743
"[543, 830, 1018]",[1462],12.035332885824127
"[543, 2812]",[584],11.977773807586447
"[911, 1058]",[2218],11.97435569812962
[972],[970],11.970320466132556
"[660, 2452]",[1462],11.964117898334043
"[584, 1018]",[830],11.959770858431908
"[543, 1462]",[830],11.958752572279636
"[1018, 1462]",[2452],11.9572706093693
"[850, 2812]",[1462],11.955891744663573
"[543, 2812]",[2452],11.953299801423539
"[543, 1462]",[2452],11.95175604579892
"[875, 1003]",[1764],11.9467900033464
"[1462, 2452]",[3906],11.942371704111345
"[584, 850]",[3906],11.934155418109205
"[543, 2452]",[1018],11.913744589620162
[651],[2812],11.800927449513836
[951],[648],11.797010679271708
"[726, 911]",[1721],11.794490461136355
[1764],[1003],11.79069083082881
[1003],[1764],11.79069083082881
[2021],[1977],11.779324679047848
"[1130, 1135]",[875],11.773389230330904
"[584, 1462, 2812]",[830],11.740754478514122
[1274],[1266],11.736949225166038
"[2452, 3906]",[1018],11.729399633894849
"[2753, 2851]",[2218],11.694581032285472
"[1003, 1130]",[1764],11.676218104315907
"[1018, 1462]",[3906],11.661374722838138
"[660, 1462]",[1018],11.658523932643861
"[726, 1523]",[1721],11.637888972956194
"[726, 1185]",[1721],11.62185232607768
[2414],[1977],11.62145744108123
"[584, 1462, 3906]",[1018],11.610582338902148
"[726, 824]",[910],11.592335549344408
"[850, 2812]",[830],11.588741663483855
"[648, 3214]",[1190],11.565757621250363
"[1462, 2812]",[3906],11.554086774220378
"[1462, 3451]",[584],11.549165535414838
"[543, 3906]",[1462],11.513801794105083
"[897, 3324]",[1764],11.50323709536308
"[830, 1462]",[543],11.487031637344517
"[817, 850]",[584],11.483545276690888
"[543, 1462]",[2812],11.481858486341244
"[543, 584]",[1018],11.470822887627605
"[543, 830]",[2452],11.461320569075097
[3082],[648],11.45015570440505
"[543, 1462]",[3906],11.44914663880181
"[850, 1018]",[584],11.44589430857059
[823],[780],11.435732290074451
"[817, 1018]",[1462],11.42108942115687
"[875, 3324]",[1764],11.420677977453774
[1764],[1135],11.41167620447301
[1135],[1764],11.41167620447301
"[850, 1462]",[3906],11.389954529787873
"[875, 1514]",[3324],11.375247878659554
"[830, 1462]",[3906],11.374538533726765
"[1462, 2452]",[2812],11.356292286027227
"[817, 1018]",[830],11.356165907079541
[3324],[1135],11.34879736264246
[1135],[3324],11.34879736264246
"[1514, 3324]",[875],11.313608985100313
"[824, 910]",[726],11.292808429904625
"[830, 3906]",[1462],11.282029662985062
"[2452, 2812]",[1462],11.265631364056308
"[1514, 1764]",[1003],11.233457217309581
"[584, 817]",[2812],11.200704889965339
"[1135, 1537]",[1764],11.199323820740425
[954],[482],11.190513497168618
"[1537, 3324]",[1764],11.189709016636078
"[584, 2812]",[2452],11.14610273164179
"[543, 2452]",[830],11.13152106489631
"[584, 1463]",[2812],11.121273999775442
"[1130, 4771]",[875],11.117871805427297
"[910, 1141]",[1721],11.109445784072223
"[584, 1462]",[2812],11.076054756054756
"[875, 1135]",[1764],11.053486472085728
"[1130, 1764]",[875],11.041460315355632
[4676],[4771],11.029685565771516
"[1130, 1135]",[1537],10.996039450182495
"[1130, 3324]",[875],10.995161537283725
"[660, 2812]",[2452],10.984711198875935
"[726, 730]",[1721],10.958459038795134
"[850, 3906]",[1462],10.953318172714075
"[828, 850]",[3451],10.899850570225698
"[830, 3451]",[2812],10.888778467908901
[3153],[1141],10.88661037632257
"[817, 2812]",[1462],10.881946817599317
"[728, 730]",[725],10.870863750280655
"[584, 1018]",[2452],10.87042884307886
"[954, 2851]",[2218],10.854671717171717
"[1462, 3451]",[850],10.849782149458674
"[1067, 2218]",[911],10.820763538689809
"[584, 830]",[543],10.805752899278604
[4772],[3935],10.804007416459484
[1611],[1190],10.799834303246332
[2218],[1058],10.787824089268133
[1058],[2218],10.787824089268133
"[830, 850]",[1462],10.733080461878062
[954],[1977],10.724664213598215
"[875, 3324]",[1514],10.71503999656866
"[850, 3906]",[584],10.673502663812279
"[584, 850]",[2812],10.664750968329916
"[730, 2218]",[911],10.662588959226202
"[543, 660]",[830],10.632167015905608
"[726, 910]",[1721],10.628209107722553
"[660, 1462]",[2452],10.610232408005164
[964],[824],10.602723469402493
[909],[1190],10.595608931272054
"[584, 3906]",[2812],10.595091534971052
[3568],[1003],10.59320008756035
[3905],[3906],10.576167926864242
[3324],[1764],10.57557889458383
[1764],[3324],10.57557889458383
[1463],[1462],10.570519720916987
"[1018, 2452]",[543],10.561772738748251
"[543, 1018]",[1462],10.558998718496369
[4817],[1462],10.556049726826654
[1778],[1185],10.533552231952822
"[1067, 1721]",[911],10.531743264509927
[4037],[3906],10.525590115072207
[654],[1462],10.476351942064525
"[725, 728]",[730],10.459068053274951
"[830, 1462]",[660],10.454993638676845
[2812],[830],10.454784127840506
[830],[2812],10.454784127840506
"[543, 2812]",[1462],10.39761353743667
"[1462, 1463]",[817],10.395983359283768
"[1130, 1514]",[3324],10.38851908602962
"[584, 4817]",[2812],10.386991441737985
"[830, 1018, 2812]",[2452],10.386859094152424
"[660, 1462]",[830],10.38605203868557
"[3935, 11931]",[1130],10.368894929360046
[3214],[1190],10.367569609482734
"[850, 1462]",[817],10.350970469235076
"[2413, 2414]",[911],10.33472860352807
"[1018, 1462, 2812]",[543],10.325839602473932
"[660, 1462]",[2812],10.316498917748918
"[1462, 3451]",[2452],10.30708291063359
"[543, 2452]",[2812],10.303233986352629
[951],[1190],10.271127101487547
"[1130, 1135]",[1764],10.231060308001139
"[584, 3906]",[2452],10.226730031812206
"[660, 1018]",[1462],10.220481101453823
[10431],[4118],10.219976913565247
[2753],[1058],10.214294200977928
[1835],[1764],10.20530099641435
"[1067, 1130]",[4118],10.200178430586622
[1835],[1514],10.176553124711528
"[730, 1721]",[911],10.167613843130594
"[1018, 2812]",[584],10.157435625574252
"[817, 1462]",[2812],10.14715240031534
"[584, 2452]",[1018],10.136479426551519
"[543, 660]",[1018],10.112970398941284
"[584, 2812]",[3906],10.110451148588622
[2846],[1185],10.072933425266221
"[730, 970]",[725],10.050554317164107
[4678],[1514],10.007443015663181
"[1018, 2452]",[3906],10.003630276944481
"[830, 2452]",[584],9.972327794182124
"[730, 4118]",[1067],9.916683427192277
"[1514, 1537, 4771]",[875],9.915521927934497
"[911, 1721]",[726],9.865096038415366
"[1130, 1537]",[875],9.851919803291093
"[543, 584]",[830],9.835822756402264
[3217],[1058],9.818885548345659
"[1130, 1514]",[875],9.80196691190313
"[1018, 3451]",[1462],9.778707969732105
"[830, 1018, 2812]",[1462],9.754954023246924
"[3451, 3906]",[1462],9.742888526619533
"[730, 1130]",[1067],9.742706524960834
"[725, 1067]",[730],9.739407407407407
"[910, 911]",[1721],9.72323288666895
[1210],[817],9.706755489160646
[3372],[660],9.696139337814646
"[1462, 3906]",[1018],9.687770498630488
"[1130, 11931]",[4118],9.685463544383435
"[1462, 3906]",[2452],9.684507432810083
"[1130, 3324]",[1764],9.680283385629428
"[660, 1018]",[2452],9.671912535188381
"[584, 1463]",[817],9.66608833735223
"[817, 850]",[1462],9.653339918838103
[828],[850],9.650807459518495
"[726, 1721]",[910],9.623018777336043
"[726, 1052]",[910],9.616265781702824
"[543, 830]",[1462],9.61110362361713
"[875, 1135]",[1130],9.609980066445182
"[817, 1462]",[850],9.60881665121388
"[660, 2812]",[1462],9.581068924793327
[1146],[1185],9.518729400046618
[4817],[584],9.515720572952452
[1096],[1185],9.50113515164931
"[780, 823]",[824],9.499740745463045
[3031],[660],9.48427056776683
"[817, 2812]",[830],9.482917078799868
"[1462, 2452]",[830],9.479652735571365
"[830, 1018, 2812]",[584],9.476946838869113
"[911, 1067]",[2218],9.475536848262033
"[830, 1018, 2812]",[543],9.466882200135533
"[584, 2812]",[830],9.458286125348438
"[543, 660]",[1462],9.449542565963021
[2812],[584],9.449317256248504
[584],[2812],9.449317256248504
"[1462, 1463]",[2812],9.39855055026717
"[543, 2452]",[1462],9.329082892288534
"[660, 830]",[1462],9.327020912720503
[822],[780],9.294346088490595
"[817, 856]",[850],9.294151284193823
[3906],[1462],9.277791722035897
"[1462, 1463]",[2452],9.251428802620305
"[1018, 2452]",[584],9.235963687777057
"[875, 1764]",[1514],9.235202656322336
[1831],[1185],9.232459491707038
"[1018, 2812]",[2452],9.228555951925868
"[3935, 4118]",[1130],9.219259086128314
[600],[648],9.207422969187673
"[1462, 4817]",[1018],9.16493843997424
[997],[543],9.16072125299593
"[726, 1052]",[1721],9.155922456589616
"[875, 3324]",[1130],9.137129042361602
"[2452, 2812]",[543],9.12477074807865
[1190],[648],9.121262934471385
[648],[1190],9.121262934471385
"[543, 1462]",[660],9.111871798475763
"[1130, 3324]",[1514],9.100657163077544
[2408],[1185],9.097927464417834
[1622],[1185],9.077584272571931
"[584, 3906]",[1018],9.073721137533427
"[1018, 2812]",[1462],9.073320164947674
[2851],[2218],9.059457683175033
"[1537, 1764]",[875],9.049745744429492
"[725, 1185]",[730],9.047536935842945
"[2452, 3451]",[1018],9.0416811617653
[3794],[1141],9.017796640393737
[3906],[584],9.017086845496232
"[4118, 11931]",[1130],8.979021779254337
"[1130, 1764]",[1537],8.95553728416925
"[725, 1721]",[730],8.941095324833029
"[730, 1185]",[1569],8.925714375927505
"[830, 2812]",[2452],8.913280859713547
[2844],[648],8.887537572335525
"[850, 1462]",[3451],8.842645274623582
[2753],[2218],8.841748417721519
"[730, 1067]",[4118],8.830893777453399
"[1130, 1764]",[1514],8.825518564726654
[861],[1462],8.817887227680478
[1126],[1764],8.814399941493381
"[584, 817]",[850],8.791463349400598
[869],[2218],8.790577182718273
"[660, 830]",[543],8.785363179994112
[1177],[726],8.768974256369214
"[1462, 2812]",[543],8.761033733358847
[2223],[1462],8.748029772540338
"[1462, 3451]",[1018],8.741558131605865
"[584, 1462]",[1018],8.723384414076538
"[660, 1462]",[543],8.694733175369576
[1086],[2218],8.674731876024293
[997],[830],8.656020784359063
"[1018, 1462]",[543],8.648517447284942
"[584, 2812]",[817],8.639432591218306
[909],[648],8.626928754456328
"[1130, 4118]",[1067],8.618944608325139
[856],[817],8.613450410652066
"[875, 1130]",[1537],8.613281960544375
"[1141, 1721]",[726],8.600340136054422
"[543, 2452]",[584],8.595141685062197
[2413],[911],8.591401194053576
"[875, 4771]",[1130],8.568834465253481
"[1462, 3906]",[2812],8.556892414073623
[3133],[897],8.55431043841243
"[830, 2812]",[584],8.548655352987335
"[830, 2812]",[543],8.546553349927546
"[897, 1764]",[1514],8.543533482935528
"[730, 1141]",[4118],8.53383830587443
"[875, 1130]",[4771],8.528916421564025
[4676],[1514],8.52788511722887
"[543, 1018]",[584],8.525384013415316
"[817, 1462]",[1018],8.521712277063143
"[830, 1018]",[543],8.502294412936848
"[830, 1018]",[2452],8.499012694167403
"[584, 1462]",[817],8.471667093478317
"[1135, 1537]",[1130],8.46009743542605
"[730, 1141]",[1569],8.458038331981784
[771],[726],8.452773978223998
[3217],[2218],8.447427043749391
[954],[2218],8.445409766267323
[738],[2218],8.423786080388455
[2754],[1141],8.421517842130966
"[730, 911]",[1721],8.417541613316262
"[830, 2812]",[1462],8.392975814293079
"[850, 1462]",[1018],8.373204220951202
[2419],[910],8.369839286560236
"[584, 850]",[1018],8.367987271280827
[4059],[2218],8.36322308057372
"[725, 1569]",[730],8.363186795491144
"[584, 2452]",[543],8.36269965930711
"[584, 1018]",[543],8.360718211692063
"[1462, 2452]",[543],8.32853043073582
[1126],[1537],8.313765588034805
"[875, 1537]",[1130],8.30551834952409
"[1130, 3935]",[4118],8.30319402733728
"[897, 1537]",[1130],8.296142058770508
"[830, 1018]",[1462],8.274291359004089
"[817, 850]",[3451],8.249144117823326
[2754],[1721],8.245755049779193
"[725, 4118]",[730],8.207365792759052
[2844],[1190],8.182414503545912
[660],[648],8.182377833946077
[1268],[648],8.180988399774922
"[660, 1018]",[543],8.157404163382092
"[584, 2452]",[830],8.156146648039945
[4426],[1764],8.150066767969793
"[1462, 1463]",[1018],8.122875927503529
"[730, 1721]",[726],8.117714665653496
"[1135, 3324]",[1537],8.103424594817326
"[2452, 3451]",[1462],8.091551488209443
[521],[648],8.085632512498671
[364],[910],8.082303813844064
"[730, 911]",[1067],8.042235814679856
"[911, 2218]",[1067],8.028546902654867
"[1135, 3324]",[1514],8.020497829324714
[3568],[1764],8.003813760845588
"[1514, 3324]",[1130],7.985245387050988
[1917],[2218],7.952540322580645
[806],[911],7.939075878511455
[1267],[1190],7.928471296813729
[2884],[2218],7.819024718171476
"[875, 1764]",[1537],7.814451773605793
[1442],[2218],7.811430608365019
"[725, 970]",[730],7.808318007662836
[485],[2218],7.7959092776574295
"[850, 3451]",[1462],7.757581049794558
"[1067, 4118]",[730],7.714382104877155
[1462],[1018],7.7075918640321595
[1018],[1462],7.7075918640321595
[4037],[830],7.69825870088971
[1721],[726],7.644502077399461
[726],[1721],7.644502077399461
[861],[584],7.643447736165456
"[1537, 3324]",[1130],7.621551425802879
"[1130, 3324]",[1537],7.614081215308209
"[1141, 1721]",[910],7.612877077181402
[2452],[2812],7.584249243332524
[2414],[911],7.583062719674616
[3401],[830],7.581123269040553
[482],[2218],7.580609284332688
[2452],[1018],7.5765669128285085
"[875, 1514]",[1130],7.575434737062644
[3638],[4118],7.5651323360184115
[728],[725],7.555718045053185
[2452],[1462],7.523701750230061
"[3906, 4817]",[1018],7.519157891526302
"[730, 1721]",[725],7.5085987468998825
"[730, 1569]",[725],7.5005184684528565
"[1185, 1569]",[1721],7.467174011812813
"[897, 1514]",[1764],7.46187186708936
"[875, 1130]",[1514],7.449149312410939
"[911, 1721]",[910],7.424322846167622
[3002],[1185],7.423786844614362
"[584, 2812]",[543],7.338755581566741
"[850, 1462]",[2812],7.324190821647181
[828],[3451],7.319720965460043
"[1764, 3324]",[1514],7.306009487791932
[1812],[910],7.295673865632178
"[875, 1764]",[1130],7.280287929125139
[728],[730],7.2695023173782864
"[730, 897]",[725],7.239059304703476
"[584, 1463]",[1018],7.234571127908496
[600],[1190],7.20425534724056
"[875, 1514]",[1764],7.199750102360961
"[1185, 1569]",[1141],7.175693504093953
[788],[850],7.168170678518765
[1255],[1141],7.167273732437229
"[584, 817]",[1018],7.163911932406818
"[730, 4118]",[725],7.161204162018962
[771],[1721],7.146259635970017
"[1462, 4817]",[850],7.136745591643928
"[648, 660]",[1190],7.112231776902677
[3031],[830],7.110577623949551
[1210],[2812],7.109290009601294
"[1018, 2812]",[543],7.10574864759414
"[1067, 1185]",[730],7.074395430256127
[997],[1018],7.063885358873426
"[730, 1185]",[725],7.0539334494685555
[842],[1462],7.020610850064075
"[911, 1067]",[1721],7.014618011096884
[2223],[1018],7.012675563121912
"[730, 1721]",[1185],7.010381737095943
"[1141, 1569]",[1185],7.0068707395776535
"[730, 1185]",[1721],6.99729796662504
[1052],[910],6.987161153029506
"[1135, 1764]",[1514],6.96471880208266
[4676],[1764],6.957428289683863
[910],[726],6.921503546702683
[726],[910],6.921503546702683
[1622],[1721],6.9129568805012775
"[970, 1721]",[730],6.905188320595728
[1052],[1721],6.875820394438955
[2812],[1462],6.871080956634139
[1462],[2812],6.871080956634139
[1835],[1537],6.848226193651641
"[1135, 3324]",[1130],6.84564387365498
[1126],[1514],6.842034053536489
"[1537, 1764]",[1130],6.838353518091983
"[1569, 1721]",[1185],6.781384313860331
"[730, 1141]",[1185],6.763215416493188
"[1185, 1569]",[730],6.754750298685782
"[897, 1514]",[1130],6.735425615958129
"[911, 1067]",[730],6.731649237472767
"[897, 1764]",[1130],6.710300973819967
[1268],[1190],6.706267112248187
[3865],[1141],6.70336125594731
"[1462, 3906]",[830],6.691684534992045
[3935],[1130],6.6915696898604144
[861],[850],6.683465804066544
[1135],[1537],6.668826328765553
[3905],[1462],6.644111214571679
"[1514, 1537, 4771]",[1130],6.632942739550867
[2727],[1141],6.592617285474366
[12584],[1190],6.579493560153014
[1759],[830],6.579222851190928
"[1003, 1135]",[1537],6.558631945557612
[3077],[1462],6.556011602633365
"[1135, 1764]",[1537],6.544730521783497
[3486],[850],6.541317933586679
"[897, 1130]",[1514],6.526722287012948
[543],[830],6.523502735998438
"[725, 897]",[730],6.492938271604938
[11257],[1190],6.462696323807992
[2223],[850],6.446191110016982
[2856],[1462],6.444038944503258
[584],[1018],6.437363041978893
[1622],[1141],6.429035541076069
"[584, 3906]",[850],6.405293076186447
"[1462, 3906]",[850],6.388507073238308
[1759],[1018],6.349970694562318
"[730, 1569]",[1185],6.340205399416413
[1563],[1190],6.336033001092718
[543],[1018],6.313026877810442
[875],[1537],6.304665338409643
"[584, 1018]",[850],6.29109984034007
[1210],[1018],6.288200551619105
"[897, 1067]",[730],6.283488649940264
"[1067, 1721]",[730],6.278295684113867
[1489],[850],6.197616907231768
[566],[850],6.165229150810046
[1126],[1130],6.162073770076505
[11103],[1764],6.158005438577567
"[911, 1721]",[730],6.151204678362572
[2697],[1190],6.151198805395579
[1403],[850],6.150221338558555
[1443],[1190],6.1300664362827835
[856],[850],6.127175285153961
"[911, 1721]",[1067],6.123986958546809
[875],[1130],6.079391560108677
"[1067, 4118]",[1130],6.054892931153581
"[730, 970]",[1721],6.044751212134936
"[1514, 1537, 4771]",[1764],6.038731356355822
"[730, 1721]",[1067],6.034407362078705
[3324],[1514],6.010615389320547
[875],[1514],5.978045753374158
[1255],[1721],5.955518136336084
[1146],[1141],5.943794218487977
[910],[1721],5.877803940512659
[812],[1462],5.877720711681551
"[1141, 1721]",[1185],5.873921162130769
[775],[897],5.871655101614306
"[1130, 1514]",[1764],5.870011287415648
[725],[730],5.835677649019162
"[875, 1537]",[1764],5.776525623337722
"[730, 1141]",[1721],5.731456179798673
[3638],[1141],5.731310753672464
[1489],[1462],5.729023061618772
[3372],[1462],5.72734043031543
[3373],[897],5.7081017943426735
"[897, 1130]",[1764],5.679137068578066
[1135],[1514],5.644765290863273
"[1185, 1721]",[1141],5.628400477708732
[1831],[1721],5.627325869626469
"[1514, 1537]",[1130],5.613582418447252
[3360],[897],5.608939150032195
"[1537, 4771]",[1130],5.59810018792577
[1255],[1185],5.596519406558296
"[875, 1130]",[1764],5.581085383195026
[2727],[1185],5.571494841452155
[11931],[1130],5.553552971576227
[2408],[1141],5.445886911358098
"[1185, 1721]",[730],5.434696951094741
"[730, 4118]",[1141],5.421950230036734
"[730, 1185]",[1141],5.412904600690661
[3109],[730],5.400067473414008
"[1130, 1764]",[897],5.382370448063055
[864],[730],5.333485008818342
[1628],[1141],5.315220277410529
[1537],[1130],5.315056831692585
[12606],[1130],5.290805905533663
[3324],[1130],5.273931096496642
[2067],[1141],5.180704480393887
[2933],[1141],5.158179678305219
"[911, 2218]",[730],5.142407111111111
[1135],[1130],5.130840133567801
"[1514, 4771]",[1130],5.121336946443763
"[1514, 1764]",[1130],5.107304386009356
"[1067, 1130]",[730],5.106805382161188
"[1569, 1721]",[730],5.061424321959755
"[1141, 1569]",[730],5.0023415477734545
[2952],[730],4.885261862501479
[960],[730],4.833089390142022
"[1141, 4118]",[730],4.757202298007578
"[722, 911]",[730],4.434756437698645
[1067],[730],4.430137528679122
[970],[730],4.4121714547759705
[1569],[730],4.408887752202331
[621],[897],4.3791327131025595
[3719],[897],4.340179753575899
[3043],[897],4.233161622665808
"[897, 1185]",[730],4.082386338434243
"[1141, 1185]",[730],4.028465350995765
[1029],[730],3.979954304009314
[1590],[730],3.950891684136968
[4118],[730],3.945076418190342
[4161],[730],3.920524168236033
